   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

     3285    1967-10-30     57     50       53.792       44.792       11.5    197.27       NaN    993.67       NaN     0.69 
     3286    1967-10-31     53     49       50.458       48.083     11.458    83.333       NaN    994.75       NaN     0.13 
     3287    1967-11-01     57     46        51.75       48.458       9.25    158.18       NaN    985.63       NaN     0.86 
     3288    1967-11-02     48     43       45.833       41.958     10.542    153.33       NaN    985.65       NaN     0.08 
     3289    1967-11-03     44     35       38.542       32.292     15.583     322.5       NaN    991.47       NaN     0.27 
     3290    1967-11-04     34     28       31.417       21.792     13.708    265.83       NaN    996.67       NaN        0 
     3291    1967-11-05     32     28       30.542       19.792      12.75    264.58       NaN    1001.9       NaN     0.01 
     3292    1967-11-06     39     29       33.458       20.375     8.7083    198.33       NaN      1002       NaN        0 
     3293    1967-11-07     43     29       35.583       25.917      7.875    284.55       NaN    1003.6       NaN        0 
     3294    1967-11-08     50     28       39.417       26.792         15    194.78       NaN    1001.5       NaN        0 
     3295    1967-11-09     56     37        46.25       35.833     7.8333    223.64       NaN    997.43       NaN        0 
     3296    1967-11-10     56     45       50.375       44.458     13.125       175       NaN    995.13       NaN     0.14 
     3297    1967-11-11     58     50       53.167           48     12.792    208.33       NaN    991.17       NaN     0.07 
     3298    1967-11-12     56     36       47.208           34     15.583    290.83       NaN    996.55       NaN        0 
     3299    1967-11-13     36     33       34.208       25.625     10.375    300.42       NaN    1000.6       NaN     0.02 
     3300    1967-11-14     45     30       36.583       27.125     16.208    286.67       NaN    992.41       NaN        0 
     3301    1967-11-15     36     22       29.458       18.125     10.625    228.33       NaN    1003.5       NaN        0 
     3302    1967-11-16     43     29       36.875       25.833      14.25    189.58       NaN    996.15       NaN     0.08 
     3303    1967-11-17     51     40         44.5       38.292      10.75    252.92       NaN    986.35       NaN      0.6 
     3304    1967-11-18     45     35       41.833           27     15.833    277.08       NaN    989.71       NaN        0 
     3305    1967-11-19     40     30        34.75       23.333     8.1667    315.83       NaN    1001.3       NaN        0 
     3306    1967-11-20     36     33       33.958       26.292     10.958    128.75       NaN    998.37       NaN     0.11 
     3307    1967-11-21     40     33           37        32.25     7.1667       190       NaN    988.38       NaN        0 
     3308    1967-11-22     37     33       35.625       29.958         11    271.67       NaN    983.27       NaN     0.03 
     3309    1967-11-23     35     30       32.708       21.667         12    228.75       NaN    985.17       NaN        0 
     3310    1967-11-24     49     33       38.667       31.917     12.458       195       NaN    976.79       NaN        0 
     3311    1967-11-25     52     35       43.167       34.167     14.333     212.5       NaN    979.08       NaN        0 
     3312    1967-11-26     47     29       36.917       27.625     12.875    250.42       NaN    992.81       NaN        0 
     3313    1967-11-27     29     22       26.167           12     15.625    262.08       NaN    999.35       NaN        0 
     3314    1967-11-28     33     20       25.292       6.4167     11.458    268.33       NaN    1002.4       NaN        0 
     3315    1967-11-29     39     20       31.792       14.375      8.125     182.5       NaN    999.03       NaN        0 
     3316    1967-11-30     40     32       36.083       27.833     11.625        90       NaN    995.67       NaN        0 
     3317    1967-12-01     34     28        32.25       26.875     14.167    156.25       NaN    999.76       NaN        0 
     3318    1967-12-02     40     34        37.25       32.917     14.667    73.333       NaN    988.63       NaN     0.03 
     3319    1967-12-03     43     32       36.625         27.5     12.083       255       NaN    998.06       NaN        0 
     3320    1967-12-04     47     28         36.5       27.708     13.917    193.75       NaN    998.83       NaN        0 
     3321    1967-12-05     46     39       42.167       36.375     11.583    176.67       NaN    996.33       NaN     0.02 
     3322    1967-12-06     48     43       45.167         42.5     8.7083    165.83       NaN    991.09       NaN     0.06 
     3323    1967-12-07     51     41       44.875       39.917     14.792    209.17       NaN    983.92       NaN     0.11 
     3324    1967-12-08     42     40           41       35.917     8.5417    220.42       NaN    992.32       NaN        0 
     3325    1967-12-09     42     36       39.708       36.375     15.125    78.333       NaN    995.85       NaN     0.29 
     3326    1967-12-10     41     38        38.75       36.583         14     66.25       NaN    987.52       NaN     0.25 
     3327    1967-12-11     41     39       40.542        38.75     9.2917    186.67       NaN    976.09       NaN     0.61 
     3328    1967-12-12     43     36       39.083       34.708     12.917    259.17       NaN     980.1       NaN     0.25 
     3329    1967-12-13     38     33       35.333       24.583     11.417    286.25       NaN    1001.3       NaN        0 
     3330    1967-12-14     33     26       29.875       17.458     11.417    309.17       NaN    1012.3       NaN        0 
     3331    1967-12-15     30     17       23.458       13.333     11.375    286.25       NaN    1007.6       NaN        0 
     3332    1967-12-16     39     20       28.792         18.5     9.8333    226.25       NaN    994.84       NaN        0 
     3333    1967-12-17     41     30       36.375       31.833     14.708    176.25       NaN       984       NaN     0.19 
     3334    1967-12-18     48     36       41.708       39.167     12.958    209.17       NaN    984.48       NaN     0.01 
     3335    1967-12-19     42     30       35.792       31.125      6.625    174.29       NaN    1000.5       NaN        0 
     3336    1967-12-20     55     37       46.208       39.958     13.792       150       NaN    996.94       NaN     0.02 
     3337    1967-12-21     61     21       47.375       43.917      16.25     217.5       NaN    984.42       NaN     1.61 
     3338    1967-12-22     21     14       17.458       9.2917       16.5    266.67       NaN    1000.8       NaN        0 
     3339    1967-12-23     26     11       18.125       8.8333     12.792    240.83       NaN    1006.4       NaN        0 
     3340    1967-12-24     35     21        28.75       22.292         10     231.3       NaN    996.68       NaN     0.04 
     3341    1967-12-25     37     13       27.458        21.75      13.25    280.42       NaN    989.23       NaN     0.09 
     3342    1967-12-26     15      6       10.583      0.33333     9.0833    266.25       NaN    1000.8       NaN        0 
     3343    1967-12-27     20      8       15.042       7.2917     8.4167    209.58       NaN    1004.4       NaN        0 
     3344    1967-12-28     27     14       21.417       16.083      5.125       NaN       NaN    1002.7       NaN     0.01 
     3345    1967-12-29     26     10       19.083       13.333       10.5    239.17       NaN    1001.4       NaN        0 
     3346    1967-12-30     31     25       28.875       22.667     10.333    211.25       NaN    998.55       NaN        0 
     3347    1967-12-31     28     -9       4.6667      -8.4583     15.375    310.83       NaN    1001.7       NaN     0.06 
     3348    1968-01-01     14     -9       4.5417      -10.792     11.125    205.42       NaN    1004.6       NaN        0 
     3349    1968-01-02     26     15        19.25       11.125     6.8333    230.48       NaN    1000.8       NaN     0.11 
     3350    1968-01-03     19      6       12.917        4.375     11.917       255       NaN    998.84       NaN     0.02 
     3351    1968-01-04      7     -3       1.4167       -11.75     16.292     262.5       NaN    1000.6       NaN        0 
     3352    1968-01-05     30     -2        14.75          1.5     15.042    211.25       NaN    1001.9       NaN        0 
     3353    1968-01-06     18     -1       9.1667       -1.125     17.542    339.17       NaN    1006.6       NaN     0.03 
