Date,precip,Tmax,Tmin,Tmean
1959-05-08,0.0,60.0,36.0,48.0
1959-05-09,0.001,60.0,42.0,51.0
1959-05-10,0.03,81.0,52.0,66.5
1959-05-11,0.43,76.0,52.0,64.0
1959-05-12,0.001,75.0,54.0,64.5
1959-05-13,0.0,64.0,48.0,56.0
1959-05-14,0.0,50.0,40.0,45.0
1959-05-15,0.02,49.0,37.0,43.0
1959-05-16,0.0,67.0,40.0,53.5
1959-05-17,0.0,75.0,47.0,61.0
1959-05-18,0.0,68.0,54.0,61.0
1959-05-19,0.77,83.0,58.0,70.5
1959-05-20,0.0,80.0,68.0,74.0
1959-05-21,0.01,85.0,58.0,71.5
1959-05-22,0.001,78.0,44.0,61.0
1959-05-23,0.28,52.0,44.0,48.0
1959-05-24,0.0,66.0,41.0,53.5
1959-05-25,0.0,69.0,46.0,57.5
1959-05-26,0.1,82.0,57.0,69.5
1959-05-27,0.08,84.0,64.0,74.0
1959-05-28,0.0,83.0,59.0,71.0
1959-05-29,0.57,79.0,59.0,69.0
1959-05-30,0.46,76.0,53.0,64.5
1959-05-31,0.0,82.0,53.0,67.5
1959-06-01,0.0,78.0,53.0,65.5
1959-06-02,0.0,69.0,46.0,57.5
1959-06-03,0.0,81.0,54.0,67.5
1959-06-04,0.0,82.0,58.0,70.0
1959-06-05,0.0,81.0,54.0,67.5
1959-06-06,0.0,74.0,58.0,66.0
1959-06-07,0.0,87.0,56.0,71.5
1959-06-08,0.0,88.0,65.0,76.5
1959-06-09,0.0,87.0,69.0,78.0
1959-06-10,0.001,84.0,68.0,76.0
1959-06-11,0.1,84.0,67.0,75.5
1959-06-12,0.0,85.0,67.0,76.0
1959-06-13,0.0,79.0,54.0,66.5
1959-06-14,0.0,70.0,44.0,57.0
1959-06-15,0.15,69.0,52.0,60.5
1959-06-16,0.0,72.0,55.0,63.5
1959-06-17,0.0,70.0,51.0,60.5
1959-06-18,0.0,71.0,51.0,61.0
1959-06-19,0.0,78.0,49.0,63.5
1959-06-20,0.0,78.0,62.0,70.0
1959-06-21,0.001,85.0,56.0,70.5
1959-06-22,0.09,75.0,56.0,65.5
1959-06-23,0.0,73.0,48.0,60.5
1959-06-24,0.0,85.0,58.0,71.5
1959-06-25,0.001,91.0,65.0,78.0
1959-06-26,0.48,91.0,68.0,79.5
1959-06-27,0.05,89.0,73.0,81.0
1959-06-28,0.0,88.0,75.0,81.5
1959-06-29,0.2,81.0,62.0,71.5
1959-06-30,0.25,65.0,58.0,61.5
1959-07-01,0.22,69.0,58.0,63.5
1959-07-02,0.0,81.0,51.0,66.0
1959-07-03,0.0,80.0,56.0,68.0
1959-07-04,0.05,81.0,64.0,72.5
1959-07-05,0.37,87.0,63.0,75.0
1959-07-06,0.0,78.0,57.0,67.5
1959-07-07,0.0,80.0,50.0,65.0
1959-07-08,0.0,90.0,68.0,79.0
1959-07-09,0.17,86.0,62.0,74.0
1959-07-10,0.0,85.0,61.0,73.0
1959-07-11,0.49,75.0,54.0,64.5
1959-07-12,0.0,75.0,54.0,64.5
1959-07-13,0.0,81.0,57.0,69.0
1959-07-14,0.0,81.0,57.0,69.0
1959-07-15,0.0,83.0,58.0,70.5
1959-07-16,0.0,85.0,59.0,72.0
1959-07-17,0.001,87.0,65.0,76.0
1959-07-18,0.97,79.0,67.0,73.0
1959-07-19,0.08,75.0,64.0,69.5
1959-07-20,0.0,81.0,57.0,69.0
1959-07-21,0.0,85.0,59.0,72.0
1959-07-22,0.001,85.0,68.0,76.5
1959-07-23,0.55,83.0,67.0,75.0
1959-07-24,0.0,82.0,64.0,73.0
1959-07-25,0.0,70.0,61.0,65.5
1959-07-26,0.0,80.0,53.0,66.5
1959-07-27,0.0,84.0,64.0,74.0
1959-07-28,0.001,84.0,69.0,76.5
1959-07-29,0.09,92.0,72.0,82.0
1959-07-30,2.61,87.0,68.0,77.5
1959-07-31,0.0,85.0,63.0,74.0
1959-08-01,0.0,78.0,65.0,71.5
1959-08-02,0.0,78.0,54.0,66.0
1959-08-03,0.99,74.0,62.0,68.0
1959-08-04,0.0,84.0,68.0,76.0
1959-08-05,0.0,87.0,65.0,76.0
1959-08-06,0.05,81.0,65.0,73.0
1959-08-07,0.9,74.0,65.0,69.5
1959-08-08,0.05,70.0,62.0,66.0
1959-08-09,0.0,74.0,59.0,66.5
1959-08-10,0.0,82.0,58.0,70.0
1959-08-11,0.13,84.0,64.0,74.0
1959-08-12,0.0,89.0,69.0,79.0
1959-08-13,0.0,90.0,68.0,79.0
1959-08-14,0.001,86.0,72.0,79.0
1959-08-15,2.63,84.0,69.0,76.5
1959-08-16,0.33,76.0,68.0,72.0
1959-08-17,0.0,87.0,70.0,78.5
1959-08-18,0.0,83.0,61.0,72.0
1959-08-19,0.0,86.0,61.0,73.5
1959-08-20,0.0,89.0,71.0,80.0
1959-08-21,0.0,93.0,74.0,83.5
1959-08-22,0.01,89.0,70.0,79.5
1959-08-23,0.18,90.0,73.0,81.5
1959-08-24,0.0,87.0,68.0,77.5
1959-08-25,0.0,92.0,72.0,82.0
1959-08-26,0.0,90.0,73.0,81.5
1959-08-27,0.36,87.0,70.0,78.5
1959-08-28,0.0,88.0,70.0,79.0
1959-08-29,0.43,83.0,65.0,74.0
1959-08-30,0.0,84.0,69.0,76.5
1959-08-31,0.0,76.0,63.0,69.5
1959-09-01,0.0,73.0,63.0,68.0
1959-09-02,0.001,77.0,59.0,68.0
1959-09-03,0.0,81.0,53.0,67.0
1959-09-04,0.0,80.0,58.0,69.0
1959-09-05,0.0,83.0,63.0,73.0
1959-09-06,0.0,90.0,67.0,78.5
1959-09-07,0.0,94.0,71.0,82.5
1959-09-08,0.0,90.0,70.0,80.0
1959-09-09,0.0,90.0,72.0,81.0
1959-09-10,0.0,80.0,49.0,64.5
1959-09-11,0.0,63.0,48.0,55.5
1959-09-12,0.0,72.0,45.0,58.5
1959-09-13,0.0,73.0,51.0,62.0
1959-09-14,0.0,77.0,50.0,63.5
1959-09-15,0.0,67.0,52.0,59.5
1959-09-16,0.01,55.0,49.0,52.0
1959-09-17,0.0,60.0,47.0,53.5
1959-09-18,0.0,65.0,41.0,53.0
1959-09-19,0.001,72.0,50.0,61.0
1959-09-20,0.05,89.0,59.0,74.0
1959-09-21,0.45,85.0,67.0,76.0
1959-09-22,0.02,87.0,64.0,75.5
1959-09-23,0.17,82.0,65.0,73.5
1959-09-24,0.0,68.0,56.0,62.0
1959-09-25,0.03,79.0,58.0,68.5
1959-09-26,0.02,74.0,67.0,70.5
1959-09-27,0.67,73.0,56.0,64.5
1959-09-28,0.49,75.0,62.0,68.5
1959-09-29,0.03,67.0,51.0,59.0
1959-09-30,0.0,60.0,44.0,52.0
1959-10-01,0.0,63.0,50.0,56.5
1959-10-02,0.06,64.0,48.0,56.0
1959-10-03,0.13,68.0,58.0,63.0
1959-10-04,0.32,58.0,51.0,54.5
1959-10-05,1.53,66.0,55.0,60.5
1959-10-06,1.22,61.0,56.0,58.5
1959-10-07,0.02,59.0,55.0,57.0
1959-10-08,0.18,65.0,56.0,60.5
1959-10-09,0.0,62.0,40.0,51.0
1959-10-10,0.01,60.0,41.0,50.5
1959-10-11,0.06,56.0,38.0,47.0
1959-10-12,0.0,54.0,32.0,43.0
1959-10-13,0.02,47.0,39.0,43.0
1959-10-14,0.0,49.0,34.0,41.5
1959-10-15,0.0,64.0,43.0,53.5
1959-10-16,0.0,68.0,53.0,60.5
1959-10-17,0.0,54.0,40.0,47.0
1959-10-18,0.0,55.0,37.0,46.0
1959-10-19,0.0,65.0,36.0,50.5
1959-10-20,0.0,55.0,43.0,49.0
1959-10-21,0.0,47.0,42.0,44.5
1959-10-22,0.0,68.0,46.0,57.0
1959-10-23,0.38,63.0,53.0,58.0
1959-10-24,0.34,53.0,38.0,45.5
1959-10-25,0.22,38.0,34.0,36.0
1959-10-26,0.19,36.0,33.0,34.5
1959-10-27,0.0,39.0,32.0,35.5
1959-10-28,0.0,41.0,25.0,33.0
1959-10-29,0.0,51.0,32.0,41.5
1959-10-30,0.04,53.0,42.0,47.5
1959-10-31,0.43,53.0,44.0,48.5
1959-11-01,0.0,56.0,38.0,47.0
1959-11-02,0.0,51.0,30.0,40.5
1959-11-03,0.0,60.0,32.0,46.0
1959-11-04,1.71,50.0,42.0,46.0
1959-11-05,0.14,48.0,36.0,42.0
1959-11-06,0.001,36.0,25.0,30.5
1959-11-07,0.0,34.0,20.0,27.0
1959-11-08,0.0,46.0,23.0,34.5
1959-11-09,0.001,58.0,30.0,44.0
1959-11-10,0.0,63.0,34.0,48.5
1959-11-11,0.0,55.0,29.0,42.0
1959-11-12,0.25,30.0,19.0,24.5
1959-11-13,0.26,33.0,26.0,29.5
1959-11-14,0.05,26.0,12.0,19.0
1959-11-15,0.0,37.0,9.0,23.0
1959-11-16,0.0,36.0,17.0,26.5
1959-11-17,0.0,17.0,1.0,9.0
1959-11-18,0.0,32.0,7.0,19.5
1959-11-19,0.0,35.0,23.0,29.0
1959-11-20,0.001,39.0,21.0,30.0
1959-11-21,0.0,42.0,26.0,34.0
1959-11-22,0.0,58.0,35.0,46.5
1959-11-23,0.17,48.0,35.0,41.5
1959-11-24,0.18,37.0,25.0,31.0
1959-11-25,0.0,29.0,17.0,23.0
1959-11-26,0.07,30.0,22.0,26.0
1959-11-27,0.04,32.0,18.0,25.0
1959-11-28,0.12,23.0,15.0,19.0
1959-11-29,0.0,30.0,8.0,19.0
1959-11-30,0.01,36.0,22.0,29.0
1959-12-01,0.0,42.0,29.0,35.5
1959-12-02,0.0,39.0,29.0,34.0
1959-12-03,0.0,52.0,29.0,40.5
1959-12-04,0.0,49.0,35.0,42.0
1959-12-05,0.02,40.0,33.0,36.5
1959-12-06,0.001,33.0,27.0,30.0
1959-12-07,0.0,35.0,19.0,27.0
1959-12-08,0.0,42.0,25.0,33.5
1959-12-09,0.0,45.0,29.0,37.0
1959-12-10,0.0,45.0,21.0,33.0
1959-12-11,0.92,41.0,36.0,38.5
1959-12-12,0.02,39.0,33.0,36.0
1959-12-13,0.0,44.0,28.0,36.0
1959-12-14,0.0,40.0,29.0,34.5
1959-12-15,0.0,50.0,33.0,41.5
1959-12-16,0.0,55.0,34.0,44.5
1959-12-17,0.0,44.0,35.0,39.5
1959-12-18,0.0,36.0,26.0,31.0
1959-12-19,0.0,35.0,21.0,28.0
1959-12-20,0.001,31.0,25.0,28.0
1959-12-21,0.01,32.0,20.0,26.0
1959-12-22,0.0,30.0,15.0,22.5
1959-12-23,0.82,31.0,26.0,28.5
1959-12-24,0.07,37.0,26.0,31.5
1959-12-25,0.01,39.0,21.0,30.0
1959-12-26,0.05,47.0,36.0,41.5
1959-12-27,0.62,49.0,43.0,46.0
1959-12-28,0.23,46.0,37.0,41.5
1959-12-29,0.13,37.0,25.0,31.0
1959-12-30,0.07,27.0,21.0,24.0
1959-12-31,0.001,32.0,19.0,25.5
1960-01-01,0.0,33.0,27.0,30.0
1960-01-02,0.01,42.0,32.0,37.0
1960-01-03,0.001,32.0,21.0,26.5
1960-01-04,0.0,21.0,7.0,14.0
1960-01-05,0.0,17.0,6.0,11.5
1960-01-06,0.0,31.0,8.0,19.5
1960-01-07,0.0,42.0,27.0,34.5
1960-01-08,0.0,37.0,22.0,29.5
1960-01-09,0.0,40.0,22.0,31.0
1960-01-10,0.001,38.0,30.0,34.0
1960-01-11,0.0,35.0,24.0,29.5
1960-01-12,2.28,53.0,34.0,43.5
1960-01-13,0.1,53.0,34.0,43.5
1960-01-14,0.04,36.0,35.0,35.5
1960-01-15,0.72,36.0,20.0,28.0
1960-01-16,0.0,31.0,14.0,22.5
1960-01-17,0.0,32.0,15.0,23.5
1960-01-18,0.3,32.0,25.0,28.5
1960-01-19,0.0,26.0,11.0,18.5
1960-01-20,0.0,19.0,5.0,12.0
1960-01-21,0.001,18.0,5.0,11.5
1960-01-22,0.0,21.0,5.0,13.0
1960-01-23,0.001,24.0,8.0,16.0
1960-01-24,0.001,23.0,13.0,18.0
1960-01-25,0.02,32.0,10.0,21.0
1960-01-26,0.001,29.0,13.0,21.0
1960-01-27,0.1,33.0,29.0,31.0
1960-01-28,0.06,34.0,28.0,31.0
1960-01-29,0.001,33.0,29.0,31.0
1960-01-30,0.0,36.0,28.0,32.0
1960-01-31,0.0,40.0,26.0,33.0
1960-02-01,0.0,33.0,28.0,30.5
1960-02-02,0.0,29.0,23.0,26.0
1960-02-03,0.0,33.0,26.0,29.5
1960-02-04,0.11,35.0,29.0,32.0
1960-02-05,0.37,37.0,33.0,35.0
1960-02-06,0.21,34.0,28.0,31.0
1960-02-07,0.0,31.0,25.0,28.0
1960-02-08,0.0,42.0,23.0,32.5
1960-02-09,0.08,37.0,27.0,32.0
1960-02-10,1.4,30.0,26.0,28.0
1960-02-11,0.05,26.0,16.0,21.0
1960-02-12,0.0,21.0,4.0,12.5
1960-02-13,0.0,29.0,10.0,19.5
1960-02-14,0.001,30.0,16.0,23.0
1960-02-15,0.0,33.0,14.0,23.5
1960-02-16,0.001,38.0,28.0,33.0
1960-02-17,0.001,33.0,25.0,29.0
1960-02-18,0.0,29.0,18.0,23.5
1960-02-19,0.001,19.0,10.0,14.5
1960-02-20,0.0,30.0,5.0,17.5
1960-02-21,0.45,30.0,23.0,26.5
1960-02-22,0.05,35.0,18.0,26.5
1960-02-23,0.0,30.0,10.0,20.0
1960-02-24,0.05,30.0,20.0,25.0
1960-02-25,0.001,28.0,25.0,26.5
1960-02-26,0.07,28.0,20.0,24.0
1960-02-27,0.0,30.0,8.0,19.0
1960-02-28,0.01,28.0,15.0,21.5
1960-02-29,0.0,20.0,6.0,13.0
1960-03-01,0.0,26.0,-1.0,12.5
1960-03-02,0.001,28.0,8.0,18.0
1960-03-03,0.18,25.0,16.0,20.5
1960-03-04,0.0,22.0,6.0,14.0
1960-03-05,0.0,21.0,0.0,10.5
1960-03-06,0.0,25.0,-1.0,12.0
1960-03-07,0.02,26.0,4.0,15.0
1960-03-08,0.001,33.0,5.0,19.0
1960-03-09,0.0,29.0,23.0,26.0
1960-03-10,0.01,31.0,23.0,27.0
1960-03-11,0.0,29.0,21.0,25.0
1960-03-12,0.0,34.0,15.0,24.5
1960-03-13,0.001,31.0,16.0,23.5
1960-03-14,0.0,30.0,10.0,20.0
1960-03-15,0.0,34.0,24.0,29.0
1960-03-16,0.44,31.0,25.0,28.0
1960-03-17,0.1,32.0,24.0,28.0
1960-03-18,0.0,37.0,15.0,26.0
1960-03-19,0.0,39.0,16.0,27.5
1960-03-20,0.0,34.0,19.0,26.5
1960-03-21,0.0,29.0,9.0,19.0
1960-03-22,0.0,36.0,17.0,26.5
1960-03-23,0.0,30.0,12.0,21.0
1960-03-24,0.001,26.0,16.0,21.0
1960-03-25,0.09,25.0,6.0,15.5
1960-03-26,0.0,35.0,9.0,22.0
1960-03-27,0.0,50.0,28.0,39.0
1960-03-28,0.0,43.0,35.0,39.0
1960-03-29,0.0,69.0,35.0,52.0
1960-03-30,0.49,59.0,34.0,46.5
1960-03-31,0.0,35.0,30.0,32.5
1960-04-01,0.0,42.0,31.0,36.5
1960-04-02,0.0,60.0,38.0,49.0
1960-04-03,0.0,44.0,38.0,41.0
1960-04-04,0.0,48.0,34.0,41.0
1960-04-05,0.001,43.0,28.0,35.5
1960-04-06,0.001,58.0,29.0,43.5
1960-04-07,0.0,52.0,31.0,41.5
1960-04-08,0.001,45.0,30.0,37.5
1960-04-09,0.001,39.0,25.0,32.0
1960-04-10,0.0,47.0,23.0,35.0
1960-04-11,0.3,62.0,38.0,50.0
1960-04-12,0.0,69.0,40.0,54.5
1960-04-13,0.02,77.0,44.0,60.5
1960-04-14,0.68,71.0,55.0,63.0
1960-04-15,0.02,70.0,45.0,57.5
1960-04-16,0.01,65.0,50.0,57.5
1960-04-17,1.71,59.0,35.0,47.0
1960-04-18,0.0,51.0,29.0,40.0
1960-04-19,0.0,65.0,36.0,50.5
1960-04-20,0.0,73.0,43.0,58.0
1960-04-21,0.03,74.0,52.0,63.0
1960-04-22,0.0,85.0,54.0,69.5
1960-04-23,0.0,87.0,65.0,76.0
1960-04-24,0.0,84.0,65.0,74.5
1960-04-25,0.1,80.0,43.0,61.5
1960-04-26,0.37,64.0,43.0,53.5
1960-04-27,0.0,61.0,41.0,51.0
1960-04-28,0.0,55.0,35.0,45.0
1960-04-29,0.05,55.0,44.0,49.5
1960-04-30,0.45,59.0,40.0,49.5
1960-05-01,0.0,62.0,34.0,48.0
1960-05-02,0.05,73.0,45.0,59.0
1960-05-03,0.0,76.0,50.0,63.0
1960-05-04,0.0,78.0,52.0,65.0
1960-05-05,0.09,72.0,56.0,64.0
1960-05-06,0.69,63.0,53.0,58.0
1960-05-07,0.03,56.0,38.0,47.0
1960-05-08,0.05,41.0,34.0,37.5
1960-05-09,0.15,41.0,35.0,38.0
1960-05-10,0.07,40.0,37.0,38.5
1960-05-11,0.0,45.0,37.0,41.0
1960-05-12,0.0,56.0,33.0,44.5
1960-05-13,0.0,62.0,33.0,47.5
1960-05-14,0.0,67.0,38.0,52.5
1960-05-15,0.0,79.0,53.0,66.0
1960-05-16,0.16,61.0,48.0,54.5
1960-05-17,1.15,62.0,52.0,57.0
1960-05-18,0.0,64.0,43.0,53.5
1960-05-19,0.39,58.0,50.0,54.0
1960-05-20,0.06,62.0,52.0,57.0
1960-05-21,0.18,60.0,51.0,55.5
1960-05-22,0.07,70.0,49.0,59.5
1960-05-23,0.0,69.0,48.0,58.5
1960-05-24,0.0,57.0,45.0,51.0
1960-05-25,0.0,67.0,43.0,55.0
1960-05-26,0.02,67.0,51.0,59.0
1960-05-27,0.0,67.0,52.0,59.5
1960-05-28,0.01,68.0,51.0,59.5
1960-05-29,0.0,68.0,49.0,58.5
1960-05-30,0.05,72.0,59.0,65.5
1960-05-31,0.0,80.0,55.0,67.5
1960-06-01,0.0,84.0,61.0,72.5
1960-06-02,0.03,80.0,57.0,68.5
1960-06-03,0.0,77.0,61.0,69.0
1960-06-04,0.05,82.0,61.0,71.5
1960-06-05,0.03,72.0,59.0,65.5
1960-06-06,0.0,66.0,48.0,57.0
1960-06-07,0.0,63.0,46.0,54.5
1960-06-08,0.0,71.0,46.0,58.5
1960-06-09,0.0,70.0,46.0,58.0
1960-06-10,0.0,78.0,53.0,65.5
1960-06-11,0.001,80.0,56.0,68.0
1960-06-12,0.48,60.0,53.0,56.5
1960-06-13,1.19,65.0,52.0,58.5
1960-06-14,0.49,59.0,53.0,56.0
1960-06-15,0.16,80.0,50.0,65.0
1960-06-16,0.03,79.0,64.0,71.5
1960-06-17,0.33,71.0,49.0,60.0
1960-06-18,0.15,73.0,50.0,61.5
1960-06-19,0.0,73.0,60.0,66.5
1960-06-20,0.0,67.0,50.0,58.5
1960-06-21,0.41,64.0,55.0,59.5
1960-06-22,0.21,74.0,56.0,65.0
1960-06-23,0.02,80.0,55.0,67.5
1960-06-24,0.0,75.0,57.0,66.0
1960-06-25,0.0,78.0,53.0,65.5
1960-06-26,0.0,78.0,59.0,68.5
1960-06-27,0.0,82.0,60.0,71.0
