,mean,min,max,No. of invalid
Temp (F),39.28590064588349,-18.0,86.0,2.0
Dewpt (F),30.140049357583685,-24.0,72.0,2.0
Wind Spd (mph),8.207704437299668,0.0,31.0,0.0
Wind Direction (deg),180.80313697279192,0.0,360.0,4.0
Peak Wind Gust(mph),26.551041905878606,16.0,39.0,257.0
Atm Press (hPa),990.9179279000256,964.3,1012.7,0.0
Sea Lev Press (hPa),1018.6223442202022,991.1,1042.0,13.0
Precip (in),0.0038273025942380137,0.0,0.53,11.0
